Wall time,Step,Value
1774942594.1840606,32600,7616.9501953125
1774943111.129162,32700,7620.0498046875
1774943630.5900035,32800,7566.10009765625
1774944151.9268687,32900,7578.5
1774944665.972764,33000,7550.2001953125
1774945184.3983767,33100,7702.7998046875
1774945704.5084374,33200,7626.5
1774946222.7883468,33300,7480.5498046875
1774946738.4056163,33400,7563.7998046875
1774947259.9495778,33500,7704.60009765625
1774947779.6152022,33600,7724.89990234375
1774948296.7212472,33700,7570.7001953125
1774948815.3295271,33800,7408.5498046875
1774949339.2300947,33900,7607.10009765625
1774949857.439185,34000,7671.0498046875
1774950380.282693,34100,7666.4501953125
1774950903.4985106,34200,7661.75
1774951418.0772872,34300,7518.9501953125
1774951938.444071,34400,7608.7998046875
1774952460.9346156,34500,7727.60009765625
1774952986.882805,34600,7749.0
1774953510.4183512,34700,7737.5
1774954030.3589568,34800,7555.35009765625
1774954548.9368877,34900,7527.60009765625
1774955071.1429632,35000,7539.0498046875
1774955593.3666942,35100,7590.85009765625
1774956113.3855107,35200,7674.10009765625
1774956635.540551,35300,7602.9501953125
1774957155.7507162,35400,7580.2001953125
1774957682.7442062,35500,7540.60009765625
1774958211.4010415,35600,7510.10009765625
1774958745.5480094,35700,7481.5498046875
1774959268.9602323,35800,7580.5498046875
1774959791.572912,35900,7670.4501953125
1774960312.4291596,36000,7659.85009765625
1774960835.0777783,36100,7544.0498046875
1774961365.1176555,36200,7615.5498046875
1774961891.948153,36300,7713.75
1774962429.0653744,36400,7675.7998046875
1774962950.733827,36500,7675.39990234375
1774963468.4925606,36600,7638.2998046875
1774963990.2923336,36700,7562.14990234375
1774964506.4881349,36800,7611.75
1774965029.6369207,36900,7608.39990234375
1774965549.658793,37000,7532.39990234375
1774966065.7021499,37100,7580.0
1774966588.371746,37200,7538.10009765625
1774967112.6777909,37300,7533.2001953125
1774967632.72872,37400,7523.14990234375
1774968158.7319665,37500,7472.5
1774968681.3440158,37600,7545.75
1774969204.8380651,37700,7550.0498046875
1774969731.7726607,37800,7600.75
1774970264.8208463,37900,7598.9501953125
1774970795.9812055,38000,7596.0498046875
1774971324.5416973,38100,7605.0498046875
1774971849.7781188,38200,7639.60009765625
1774972376.5275457,38300,7516.0498046875
1774972909.579172,38400,7576.39990234375
1774973437.3643546,38500,7632.4501953125
1774973966.7204998,38600,7606.10009765625
1774974493.7660346,38700,7618.64990234375
1774975021.531205,38800,7707.89990234375
1774975548.8727033,38900,7691.0
1774976082.9749804,39000,7662.64990234375
1774976608.8392432,39100,7607.2998046875
1774977138.2780445,39200,7633.7001953125
1774977670.2939198,39300,7529.0498046875
1774978201.6295507,39400,7578.10009765625
1774978730.662984,39500,7629.85009765625
1774979261.4124753,39600,7601.5498046875
1774979791.2907014,39700,7568.0
1774980326.1486652,39800,7560.2001953125
1774980855.6497517,39900,7584.7998046875
1774981384.8317544,40000,7548.0
1774981914.8252347,40100,7546.14990234375
1774982442.295497,40200,7634.64990234375
1774982974.4368894,40300,7585.64990234375
1774983505.1012974,40400,7583.2998046875
1774984034.4892354,40500,7475.89990234375
1774984569.6897073,40600,7600.14990234375
1774985098.160705,40700,7588.0498046875
1774985629.951351,40800,7586.25
1774986161.936686,40900,7550.9501953125
1774986689.5825832,41000,7612.60009765625
1774987222.777566,41100,7614.0
1774987754.8458378,41200,7598.89990234375
1774988283.1638234,41300,7558.5498046875
1774988820.406821,41400,7613.2998046875
1774989355.9716594,41500,7599.5498046875
1774989889.0911036,41600,7597.25
1774990426.2164989,41700,7604.39990234375
1774990961.9029925,41800,7593.5
1774991499.8446257,41900,7575.7998046875
1774992033.9071715,42000,7629.60009765625
1774992565.2806962,42100,7661.5
1774993098.4164646,42200,7641.5
1774993632.2193213,42300,7647.5498046875
1774994169.7459302,42400,7589.0
1774994708.105047,42500,7606.7998046875
1774995243.6686275,42600,7518.0
1774995776.051963,42700,7546.89990234375
1774996312.3693373,42800,7643.2001953125
1774996852.2769425,42900,7562.14990234375
1774997390.5571744,43000,7486.2998046875
1774997923.8803802,43100,7481.4501953125
1774998458.9902947,43200,7520.9501953125
1774998992.0028996,43300,7416.0498046875
1774999525.75396,43400,7515.7001953125
1775000061.9434938,43500,7607.4501953125
1775000598.0015903,43600,7454.5498046875
1775001133.424438,43700,7588.39990234375
1775001663.4328098,43800,7560.9501953125
1775002196.7366025,43900,7504.2001953125
1775002738.491425,44000,7491.35009765625
1775003275.8522036,44100,7510.35009765625
1775003815.8750966,44200,7493.39990234375
1775004355.1809099,44300,7471.5498046875
1775004889.314276,44400,7523.9501953125
1775005423.8309715,44500,7579.4501953125
1775005960.919534,44600,7536.14990234375
1775006500.8306403,44700,7565.0
1775007042.1308975,44800,7478.89990234375
1775007573.085751,44900,7475.2998046875
1775008111.447565,45000,7465.35009765625
1775008654.449221,45100,7423.7998046875
1775009193.7386189,45200,7506.5498046875
1775009730.9548764,45300,7521.14990234375
1775010272.153007,45400,7479.0
1775010810.7722104,45500,7445.2001953125
1775011347.1684377,45600,7495.7001953125
1775011884.7008445,45700,7480.2001953125
1775012417.8039362,45800,7419.0498046875
1775012952.6790335,45900,7563.25
1775013491.075761,46000,7514.64990234375
1775014031.7873273,46100,7431.2001953125
1775014568.0971413,46200,7437.25
1775015105.127198,46300,7453.2001953125
1775015641.627276,46400,7550.35009765625
1775016179.3475397,46500,7406.4501953125
1775016719.6898565,46600,7474.85009765625
1775017253.6531508,46700,7550.7001953125
1775017790.2240667,46800,7504.64990234375
1775018331.2474196,46900,7480.2998046875
1775018867.1022096,47000,7485.89990234375
1775019409.8693693,47100,7484.5498046875
1775019947.5993872,47200,7488.25
1775020485.2515173,47300,7506.60009765625
1775021025.2888784,47400,7342.7998046875
1775021567.2611098,47500,7438.89990234375
1775022112.5831244,47600,7435.7001953125
1775022654.4304225,47700,7401.75
1775023196.298828,47800,7401.10009765625
1775023735.1454368,47900,7473.2001953125
1775024270.7535543,48000,7548.0
1775024808.6121376,48100,7491.35009765625
1775025348.634469,48200,7508.10009765625
1775025893.8901296,48300,7485.64990234375
1775026437.4696374,48400,7544.5498046875
1775026973.1291575,48500,7470.60009765625
1775027518.9776967,48600,7393.5498046875
1775028062.9135406,48700,7560.0498046875
1775028607.1192787,48800,7559.7998046875
1775029151.877941,48900,7455.2998046875
1775029692.130871,49000,7463.14990234375
1775030235.1609268,49100,7463.25
1775030777.940195,49200,7520.5
1775031326.064769,49300,7372.75
1775031869.6345415,49400,7422.35009765625
1775032412.6333106,49500,7391.5498046875
1775032955.4566514,49600,7409.60009765625
1775033499.68724,49700,7382.0
1775034042.3390434,49800,7466.75
1775034581.6547592,49900,7405.39990234375
1775035127.919402,50000,7313.64990234375
1775035673.5011313,50100,7377.85009765625
1775036215.3268728,50200,7454.0
1775036758.5463426,50300,7445.64990234375
1775037297.1483626,50400,7463.5498046875
1775037846.0507402,50500,7419.35009765625
1775038397.4942813,50600,7399.5
1775038946.4042091,50700,7408.7998046875
1775039496.5795932,50800,7426.60009765625
1775040045.6232016,50900,7447.75
1775040591.1383467,51000,7530.4501953125
1775041140.7760048,51100,7463.5
1775041690.231501,51200,7428.35009765625
1775042233.3039453,51300,7393.5
1775042783.4573677,51400,7469.75
1775043334.013633,51500,7454.5
1775043879.5182688,51600,7396.89990234375
1775044429.185294,51700,7363.5498046875
1775044972.303565,51800,7480.0498046875
1775045515.6255038,51900,7381.85009765625
1775046056.847008,52000,7453.0
1775046601.5617542,52100,7388.89990234375
1775047154.8468287,52200,7405.2001953125
1775047699.2809076,52300,7481.14990234375
1775048247.025755,52400,7419.89990234375
1775048795.6042626,52500,7343.7001953125
1775049347.3407104,52600,7369.25
1775049894.4418902,52700,7316.75
1775050441.8948371,52800,7362.0498046875
1775050992.1430058,52900,7408.4501953125
1775051539.8217108,53000,7479.7001953125
1775052084.5173197,53100,7366.5498046875
1775052629.7777305,53200,7448.0498046875
1775053175.553668,53300,7401.85009765625
1775053720.1552808,53400,7441.5498046875
1775054267.56598,53500,7423.75
1775054818.3544784,53600,7363.4501953125
1775055369.2472537,53700,7328.89990234375
1775055918.2378123,53800,7372.89990234375
1775056467.5403092,53900,7463.89990234375
1775057015.7636323,54000,7412.10009765625
1775057569.364146,54100,7378.14990234375
1775058118.6657913,54200,7347.4501953125
1775058665.3756993,54300,7343.60009765625
1775059214.0282834,54400,7420.25
1775059764.4441125,54500,7341.25
1775060312.1541178,54600,7370.10009765625
1775060857.3830695,54700,7455.0498046875
1775061404.3815663,54800,7361.2001953125
1775061952.8905272,54900,7409.0498046875
1775062505.9558675,55000,7428.2001953125
1775063060.5728207,55100,7379.2001953125
1775063614.7775354,55200,7410.2001953125
1775064167.1841648,55300,7427.64990234375
1775064718.280598,55400,7340.39990234375
1775065269.317215,55500,7407.5498046875
1775065818.9558103,55600,7430.85009765625
1775066372.8358634,55700,7402.9501953125
1775066925.3963149,55800,7286.10009765625
1775067478.5977478,55900,7349.75
1775068033.3738396,56000,7358.5498046875
1775068584.5604694,56100,7385.35009765625
1775069135.0737174,56200,7402.75
1775069690.9747953,56300,7319.85009765625
1775070250.1264615,56400,7396.9501953125
1775070810.9923863,56500,7420.0
1775071367.0983944,56600,7289.0498046875
1775071920.3313313,56700,7374.60009765625
1775072478.3929036,56800,7483.4501953125
1775073031.064701,56900,7356.10009765625
1775073578.809044,57000,7360.25
1775074132.0327337,57100,7502.5498046875
1775074685.2147317,57200,7389.89990234375
1775075242.7385063,57300,7288.89990234375
1775075801.418705,57400,7398.10009765625
1775076360.589411,57500,7331.14990234375
1775076918.026366,57600,7317.7998046875
1775077476.4004252,57700,7347.0498046875
1775078030.6777008,57800,7449.35009765625
1775078587.326353,57900,7341.89990234375
1775079143.0524337,58000,7420.7998046875
1775079698.6954312,58100,7377.85009765625
1775080255.4591455,58200,7372.5
1775080812.785737,58300,7423.5498046875
1775081366.4785695,58400,7405.7998046875
1775081923.535657,58500,7463.75
1775082479.5719924,58600,7447.39990234375
1775083036.3454032,58700,7333.5498046875
1775083590.6332734,58800,7450.85009765625
1775084145.6308708,58900,7351.2998046875
1775084706.536522,59000,7447.4501953125
1775085256.6700912,59100,7444.4501953125
1775085806.723631,59200,7592.7998046875
1775086359.360505,59300,7361.4501953125
1775086911.7331014,59400,7440.9501953125
1775087465.7128844,59500,7453.64990234375
1775088018.875185,59600,7457.60009765625
1775088570.1117532,59700,7491.5
1775089122.6667697,59800,7388.2001953125
1775089673.1363773,59900,7476.14990234375
1775090221.7422838,60000,7414.25
1775090771.1502018,60100,7442.60009765625
1775091318.1211212,60200,7504.7998046875
1775091866.6093152,60300,7296.7998046875
1775092417.534661,60400,7334.2001953125
1775092969.425593,60500,7399.7998046875
1775093520.9431994,60600,7357.5498046875
1775094068.7449977,60700,7404.89990234375
1775094618.5218966,60800,7404.60009765625
1775095168.161331,60900,7408.2001953125
1775095719.518584,61000,7370.7998046875
1775096274.3251243,61100,7448.75
1775096825.8818476,61200,7363.2001953125
1775097378.3975956,61300,7402.0
1775097929.183375,61400,7418.5498046875
1775098481.6473546,61500,7324.9501953125
1775099033.361973,61600,7512.2998046875
1775099588.101702,61700,7365.5498046875
1775100140.912871,61800,7360.7001953125
1775100695.128647,61900,7277.4501953125
1775101249.9362805,62000,7354.14990234375
1775101806.9106965,62100,7343.25
1775102359.28513,62200,7377.14990234375
1775102913.0923088,62300,7407.2001953125
1775103466.1092615,62400,7474.7998046875
1775104019.0052795,62500,7460.5
1775104573.6014116,62600,7364.9501953125
1775105128.4318717,62700,7386.64990234375
1775105680.2391741,62800,7426.7998046875
1775106240.2139163,62900,7360.85009765625
1775106793.4790635,63000,7419.0498046875
1775107350.8850563,63100,7393.4501953125
1775107906.983811,63200,7433.85009765625
1775108459.327187,63300,7373.10009765625
1775109015.0696924,63400,7420.75
1775109568.0383968,63500,7384.0498046875
1775110121.2254853,63600,7385.39990234375
1775110679.1322236,63700,7426.7001953125
1775111234.2747607,63800,7325.39990234375
1775111789.6568825,63900,7367.89990234375
1775112347.105802,64000,7399.5498046875
1775112901.6254046,64100,7335.9501953125
1775113454.7070699,64200,7517.14990234375
1775114015.6524737,64300,7431.89990234375
1775114570.9501588,64400,7365.5
1775115126.2969065,64500,7407.85009765625
1775115680.2631996,64600,7289.9501953125
1775116234.0484312,64700,7369.2998046875
1775116792.2088606,64800,7387.4501953125
1775117352.2101855,64900,7453.4501953125
1775117908.6408076,65000,7409.39990234375
1775118467.2554717,65100,7425.10009765625
1775119021.3534794,65200,7383.7001953125
1775119578.126538,65300,7398.60009765625
1775120135.7166913,65400,7419.60009765625
1775120691.8039565,65500,7383.64990234375
1775121248.6650262,65600,7371.64990234375
1775121802.7269602,65700,7469.2001953125
1775122361.4824424,65800,7337.60009765625
1775122915.1852705,65900,7417.7998046875
1775123473.9575427,66000,7391.9501953125
1775124028.0252342,66100,7356.14990234375
1775124586.8427904,66200,7364.5498046875
1775125142.3529,66300,7403.85009765625
1775125702.099061,66400,7488.9501953125
1775126258.8891373,66500,7372.14990234375
1775126814.933991,66600,7405.89990234375
1775127371.7380774,66700,7434.7001953125
1775127928.4010956,66800,7339.35009765625
1775128486.396107,66900,7387.39990234375
1775129042.2841153,67000,7403.14990234375
1775129597.3475509,67100,7421.7001953125
1775130152.8933094,67200,7334.2001953125
1775130709.5382288,67300,7470.10009765625
1775131266.1290717,67400,7415.35009765625
1775131821.2984402,67500,7341.39990234375
1775132381.5677974,67600,7329.60009765625
1775132938.5658414,67700,7320.0498046875
1775133497.5258367,67800,7312.0
1775134053.5649126,67900,7389.64990234375
1775134607.3005292,68000,7416.7998046875
1775135161.4057803,68100,7402.10009765625
1775135715.522569,68200,7452.75
1775136274.6503816,68300,7252.2001953125
1775136833.6519928,68400,7294.35009765625
1775137390.7497628,68500,7376.35009765625
1775137946.4790516,68600,7370.2001953125
1775138505.9113815,68700,7358.5
1775139059.269541,68800,7319.25
1775139615.0808258,68900,7281.39990234375
1775140172.3255208,69000,7322.5498046875
1775140726.3917542,69100,7326.9501953125
1775141284.143271,69200,7379.75
1775141839.7518635,69300,7382.25
1775142395.7247996,69400,7312.7998046875
1775142949.7073863,69500,7398.14990234375
1775143511.4315217,69600,7310.10009765625
1775144065.3362598,69700,7260.7001953125
1775144622.1006157,69800,7354.14990234375
1775145176.8762999,69900,7333.39990234375
1775145735.433377,70000,7356.60009765625
1775146291.4905941,70100,7370.0
1775146845.837606,70200,7256.5
1775147398.715744,70300,7320.60009765625
1775147954.9874704,70400,7292.85009765625
1775148508.3840537,70500,7294.14990234375
1775149063.8190534,70600,7338.25
1775149619.9265702,70700,7429.60009765625
1775150176.8734329,70800,7330.5498046875
1775150733.5973136,70900,7369.4501953125
1775151287.251299,71000,7296.9501953125
1775151841.9388657,71100,7340.0498046875
1775152400.336632,71200,7400.9501953125
1775152953.3439949,71300,7360.85009765625
1775153508.0367944,71400,7367.39990234375
1775154063.58911,71500,7284.9501953125
1775154614.3741624,71600,7401.89990234375
